transaction_id,date,month,account_type,category,subcategory,merchant,amount_php,payment_method,necessity_type,status,budget_limit_php,notes
FEM-0831,2024-08-28,2024-08,Household,Shopping,Personal Care,Guardian,699.37,GCash,Want,Paid,6000,Recurring bill
FEM-0832,2024-05-13,2024-05,Student,Food & Dining,Groceries,Dali Grocery,1535.91,Debit Card,Need,Paid,10000,
FEM-0833,2024-02-04,2024-02,Student,Food & Dining,Cafe,But First Coffee,199.84,Debit Card,Need,Paid,10000,One-time expense
FEM-0834,2025-12-07,2025-12,Household,Entertainment,Cinema,SM Cinema,,BDO Online,Want,Paid,3000,Promo/discount used
FEM-0835,2024-05-21,2024-05,Household,Education,Tuition/Fees,University Portal,10425.96,Cash,Need,Paid,5000,
FEM-0836,2024-10-13,2024-10,Student,Shopping,Clothing,Ukay Store,1535.63,BDO Online,Want,Paid,6000,
FEM-0837,2024-03-07,2024-03,Personal,Utilities,Internet,PLDT,1572.15,Maya,Need,Cancelled,7000,Promo/discount used
FEM-0838,2024-01-10,2024-01,Freelance,Entertainment,Travel/Leisure,Klook,3990.56,Debit Card,Want,Paid,,Promo/discount used
FEM-0839,2024-07-25,2024-07,Personal,Others,Miscellaneous,Unknown Merchant,1876.54,BDO Online,Mixed,Paid,3000,One-time expense
FEM-0840,2025-04-05,2025-04,Personal,Food & Dining,Cafe,,,Debit Card,Need,Paid,10000,Promo/discount used
FEM-0841,2024-04-06,2024-04,Household,Shopping,Clothing,Penshoppe,857.39,Bank Transfer,Want,Paid,6000,
FEM-0842,2025-04-08,2025-04,Student,Transportation,Parking/Toll,Street Parking,273.80,GCash,Need,Paid,4500,
FEM-0843,2024-11-30,2024-11,Personal,Shopping,Online Shopping,TikTok Shop,3066.86,Maya,Want,Paid,6000,Recurring bill
FEM-0844,2025-06-26,2025-06,Freelance,Entertainment,Travel/Leisure,Airbnb,6382.89,GCash,Want,Paid,3000,Recurring bill
FEM-0845,2025-02-05,2025-02,Student,Healthcare,Medicine,Generika,1203.42,Credit Card,Need,Paid,4000,Budget concern
FEM-0846,2025-04-27,2025-04,Personal,Transportation,Ride Hailing,Move It,573.57,Maya,Need,Paid,4500,Budget concern
FEM-0847,2025-07-09,2025-07,Personal,Savings,Emergency Fund,Savings Account,2235.11,GCash,Savings,Cancelled,8000,Budget concern
FEM-0848,2024-06-13,2024-06,Personal,Savings,Emergency Fund,Savings Account,4710.54,DEBIT CARD,Savings,Paid,8000,Budget concern
FEM-0849,2025-04-10,2025-04,Student,Food & Dining,Groceries,SM Supermarket,3129.21,Cash,Need,Pending,10000,Regular expense
FEM-0850,2024-03-01,2024-03,Household,Shopping,Clothing,Ukay Store,1973.60,Maya,Want,Paid,6000,One-time expense
FEM-0851,2024-03-09,2024-03,Household,Food & Dining,Cafe,Bo's Coffee,157.32,Credit Card,Need,Paid,10000,One-time expense
FEM-0852,2024-06-26,2024-06,Personal,Utilities,Electricity,Meralco,6472.47,GCash,Need,Paid,7000,
FEM-0853,2024-01-29,2024-01,Personal,Others,Repair/Maintenance,Hardware Store,2376.89,GCash,Mixed,Paid,3000,Promo/discount used
FEM-0854,2025-08-22,2025-08,Household,Food & Dining,Restaurant,Samgyupsal House,651.84,BDO ONLINE,Need,Pending,10000,One-time expense
FEM-0855,2024-08-09,2024-08,Personal,Food & Dining,Cafe,Dunkin,257.09,Credit Card,Need,Paid,10000,Regular expense
FEM-0856,2024-08-14,2024-08,Personal,Savings,Emergency Fund,Savings Account,6170.86,Cash,Savings,Paid,8000,
FEM-0857,2025-08-31,2025-08,Personal,Others,Gifts/Donations,Gift Shop,1901.56,Debit Card,Mixed,Paid,3000,Promo/discount used
FEM-0858,2025-04-25,2025-04,Student,Rent,Dorm/Apartment Rent,Apartment Landlord,7920.72,Credit Card,Need,Pending,12000,Recurring bill
FEM-0859,2025-02-24,2025-02,Personal,Education,Printing,Print Shop,463.68,Bank Transfer,Need,Paid,5000,Regular expense
FEM-0860,2024-07-08,2024-07,Personal,Food & Dining,Groceries,Dali Grocery,2071.76,BDO Online,Need,Paid,10000,
FEM-0861,2025-06-06,2025-06,Student,Healthcare,Insurance,Insurance Provider,2067.11,Maya,Need,cancelled,4000,Regular expense
FEM-0862,2025-05-20,2025-05,Personal,Utilities,Electricity,Meralco,4789.84,Bank Transfer,Need,Paid,7000,One-time expense
FEM-0863,2024-04-10,2024-04,Personal,Food & Dining,Cafe,Bo's Coffee,217.60,GCash,Need,Cancelled,10000,Budget concern
FEM-0864,2025-07-11,2025-07,Household,Food & Dining,Restaurant,Pizza Hut,686.53,Credit Card,Need,Paid,10000,Budget concern
FEM-0865,2024-12-06,2024-12,Personal,Savings,Investment,Bank Investment,18811.70,Credit Card,Savings,Paid,8000,
FEM-0866,2024-09-11,2024-09,Personal,Transportation,Jeepney/Bus Fare,Victory Liner,118.91,Cash,Need,Paid,4500,
FEM-0867,2024-09-17,2024-09,Personal,Food & Dining,Fast Food,Jollibee,,GCash,Need,Pending,10000,Promo/discount used
FEM-0868,2024-05-27,2024-05,Student,Utilities,Water,Maynilad,619.11,Maya,Need,Paid,7000,Promo/discount used
FEM-0869,2024-10-08,2024-10,Freelance,Transportation,Jeepney/Bus Fare,Jeepney Fare,61.58,Credit Card,Need,Pending,4500,One-time expense
FEM-0870,2025-06-03,2025-06,Personal,Entertainment,Streaming Subscription,Netflix,378.42,BDO Online,Want,Paid,3000,One-time expense
FEM-0871,2024-07-11,2024-07,Freelance,Others,Repair/Maintenance,Repair Shop,3020.89,Maya,Mixed,Paid,3000,Regular expense
FEM-0872,2025-09-01,2025-09,Personal,Entertainment,Travel/Leisure,Airbnb,7058.91,GCash,Want,Paid,3000,Recurring bill
FEM-0873,2024-01-22,2024-01,Personal,Utilities,Electricity,Meralco,2674.47,BDO Online,Need,Paid,7000,Regular expense
FEM-0874,2024-03-13,2024-03,Student,Food & Dining,Cafe,But First Coffee,198.19,GCash,Need,Paid,10000,Promo/discount used
FEM-0875,2024-04-15,2024-04,Freelance, Transportation,Parking/Toll,NLEX Toll,190.76,GCash,Need,Paid,,Regular expense
FEM-0876,2025-08-30,2025-08,Household,Transportation,Fuel,Phoenix,2673.63,Cash,Need,Paid,4500,
FEM-0877,2024-11-16,2024-11,Household,Transportation,Ride Hailing,Angkas,388.49,Debit Card,Need,Paid,4500,Promo/discount used
FEM-0878,2024-09-15,2024-09,Household,Transportation,Fuel,Caltex,-1561.38,Maya,Need,Refunded,4500,Recurring bill
FEM-0879,2024-04-04,2024-04,Personal,Transportation,Jeepney/Bus Fare,Jeepney Fare,141.55,Maya,Need,Pending,4500,One-time expense
FEM-0880,2025-02-24,2025-02,Student,Entertainment,Gaming,Riot Games,2195.17,BDO Online,Want,Pending,3000,Recurring bill
FEM-0881,2025-08-14,2025-08,Personal,Food & Dining,Cafe,But First Coffee,249.46,Cash,Need,Paid,10000,Regular expense
FEM-0882,2024-08-22,2024-08,Household,Shopping,Clothing,Ukay Store,1731.61,GCash,Want,Paid,6000,Regular expense
FEM-0883,2025-02-04,2025-02,Household,Savings,Emergency Fund,Savings Account,6933.55,Credit Card,Savings,Paid,8000,Budget concern
FEM-0884,2024-02-13,2024-02,Personal,Utilities,Mobile Load,DITO,337.67,Bank Transfer,Need,Cancelled,7000,Promo/discount used
FEM-0885,2025-06-03,2025-06,Personal,Food & Dining,Restaurant,Local Carinderia,903.28,Cash,Need,Pending,10000,
FEM-0886,2024-08-13,2024-08,Freelance,Transportation,Parking/Toll,Mall Parking,171.95,GCash,Need,Paid,4500,
FEM-0887,2024-07-29,2024-07,Personal,Education,Printing,Computer Shop,299.40,credit card,Need,Paid,5000,Budget concern
,2025-05-13,2025-05,Freelance,Food & Dining,Restaurant,Samgyupsal House,398.91,Cash,Need,Paid,10000,
FEM-0889,2024-12-16,2024-12,Student,Education,Tuition/Fees,School Cashier,6470.38,Bank Transfer,Need,Paid,5000,Promo/discount used
FEM-0890,2025-09-18,2025-09,Student,Rent,Association Dues,Condo Admin,2177.03,Debit Card,Need,Paid,12000,Promo/discount used
FEM-0891,2024-12-02,2024-12,Student,Education,School Supplies,Pandayan Bookshop,1396.20,Bank Transfer,Need,Pending,5000,
FEM-0892,2025-05-31,2025-05,Personal,Food & Dining,Groceries,Robinsons Supermarket,4855.71,Debit Card,Need,pending,10000,Budget concern
FEM-0893,2024-01-22,2024-01,Household,Shopping,Clothing,Bench,2213.90,GCash,Want,Paid,6000,Recurring bill
FEM-0894,2024-02-23,2024-02,Personal,Shopping,Personal Care,Guardian,1535.64,Cash,Want,Paid,6000,One-time expense
FEM-0895,2024-03-19,2024-03,Household,Shopping,Clothing,Bench,2266.09,GCash,Want,Paid,6000,Budget concern
FEM-0896,2024-04-15,2024-04,Household,Education,Online Course,Udemy,1604.37,Maya,Need,Paid,5000,Regular expense
FEM-0897,2025-08-03,2025-08,Freelance,Others,Gifts/Donations,Gift Shop,1851.52,GCash,Mixed,Paid,3000,
FEM-0898,2025-01-03,2025-01,Personal,others,Gifts/Donations,Church Donation,2557.14,GCash,Mixed,Paid,3000,Recurring bill
FEM-0899,2024-11-21,2024-11,Personal,Rent,Dorm/Apartment Rent,Boarding House,10060.38,Bank Transfer,Need,Paid,12000,One-time expense
FEM-0900,2025-10-22,2025-10,Household,Rent,Dorm/Apartment Rent,Boarding House,5018.10,Cash,Need,Paid,12000,Regular expense
FEM-0457,2024-10-11,2024-10,Personal,Food & Dining,Groceries,Dali Grocery,951.56,Debit Card,Need,Paid,10000,One-time expense
FEM-0900,2025-10-22,2025-10,Household,Rent,Dorm/Apartment Rent,Boarding House,5018.10,Cash,Need,Paid,12000,Regular expense
FEM-0799,2025-04-23,2025-04,Student,Shopping,Personal Care,Watsons,952.11,Debit Card,Want,Paid,6000,Promo/discount used
FEM-0683,2025-10-04,2025-10,Household,Food & Dining,Restaurant,Samgyupsal House,1036.42,GCash,Need,Paid,10000,One-time expense
FEM-0847,2025-07-09,2025-07,Personal,Savings,Emergency Fund,Savings Account,2235.11,G-Cash,Savings,,8000,Budget concern
FEM-0833,2024-02-04,2024-02,Student,Food & Dining,Cafe,But First Coffee,199.84,Debit Card,Need,Paid,10000,One-time expense
FEM-0312,2024-09-17,2024-09,Personal,Others,Gifts/Donations,Gift Shop,1600.51,Credit Card,Mixed,Paid,3000,Recurring bill
FEM-0415,2025-10-24,2025-10,Personal,Utilities,Mobile Load,Globe,512.41,Credit Card,Need,Paid,7000,Budget concern
FEM-0533,2024-12-11,2024-12,Household,Entertainment,Streaming Subscription,Disney+,-254.66,BDO Online,Want,Refunded,3000,Promo/discount used
FEM-0272,2025-02-03,2025-02,Household,Entertainment,Travel/Leisure,Cebu Pacific,8502.87,Maya,Want,Paid,3000,Recurring bill
FEM-0306,2025-10-05,2025-10,Personal,Transportation,Fuel,Shell,1767.28,Maya,Need,CANCELLED,4500,Regular expense
,2024-02-15,2024-02,Personal,Rent,Association Dues,Condo Admin,1669.23,Credit Card,Need,Paid,12000,Budget concern
FEM-0786,2024-08-14,2024-08,Freelance,Savings,Investment,Maya Stocks,2948.10,GCash,Savings,Paid,8000,One-time expense
FEM-0357,2024-07-06,2024-07,Personal,Transportation,Jeepney/Bus Fare,Public Transport,65.26,Debit Card,Need,Paid,4500,Budget concern
FEM-0287,2024-08-30,2024-08,Personal, Savings,Investment,Maya Stocks,12784.83,Cash,Savings,Paid,8000,Recurring bill
FEM-0825,2025-05-27,2025-05,Personal,Transportation,Parking/Toll,Street Parking,84.10,GCash,Need,Paid,4500,
FEM-0663,2025-01-04,2025-01,Freelance,Healthcare,Checkup,Clinic,2055.85,GCash,Need,Paid,4000,Promo/discount used
FEM-0592,2025-11-15,2025-11,Personal,Others,Gifts/Donations,Charity,2567.21,BDO Online,Mixed,Paid,3000,
